"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"RG01_CP"	"RG01"	"RG02_CP"	"RG02x01"	"RG02x02"	"TR03_01"	"TR03_01a"	"TR03_02"	"TR03_02a"	"TR03_03"	"TR03_03a"	"TR03_04"	"TR03_04a"	"TR03_05"	"TR03_05a"	"TR03_06"	"TR03_06a"	"TR03_07"	"TR03_07a"	"TR03_08"	"TR03_08a"	"TR03_09"	"TR03_09a"	"TR03_10"	"TR03_10a"	"TR03_11"	"TR03_11a"	"TR03_12"	"TR03_12a"	"TR03_13"	"TR03_13a"	"TR03_14"	"TR03_14a"	"TR03_15"	"TR03_15a"	"TR03_16"	"TR03_16a"	"TR03_17"	"TR03_17a"	"TR03_18"	"TR03_18a"	"TR03_19"	"TR03_19a"	"TR03_20"	"TR03_20a"	"TR03_21"	"TR03_21a"	"TR03_22"	"TR03_22a"	"TR03_23"	"TR03_23a"	"TR03_24"	"TR03_24a"	"TR03_25"	"TR03_25a"	"TR03_26"	"TR03_26a"	"TR03_27"	"TR03_27a"	"TR03_28"	"TR03_28a"	"TR03_29"	"TR03_29a"	"TR03_30"	"TR03_30a"	"TR03_31"	"TR03_31a"	"TR03_32"	"TR03_32a"	"TR03_33"	"TR03_33a"	"TR03_34"	"TR03_34a"	"TR03_35"	"TR03_35a"	"TR03_36"	"TR03_36a"	"TR03_37"	"TR03_37a"	"TR03_38"	"TR03_38a"	"TR03_39"	"TR03_39a"	"TR03_40"	"TR03_40a"	"TR04_01"	"TR04_01a"	"TR04_02"	"TR04_02a"	"TR04_03"	"TR04_03a"	"TR04_04"	"TR04_04a"	"TR04_05"	"TR04_05a"	"TR04_06"	"TR04_06a"	"TR04_07"	"TR04_07a"	"TR04_08"	"TR04_08a"	"TR04_09"	"TR04_09a"	"TR04_10"	"TR04_10a"	"TR04_11"	"TR04_11a"	"TR04_12"	"TR04_12a"	"TR04_13"	"TR04_13a"	"TR04_14"	"TR04_14a"	"TR04_15"	"TR04_15a"	"TR04_16"	"TR04_16a"	"TR04_17"	"TR04_17a"	"TR04_18"	"TR04_18a"	"TR04_19"	"TR04_19a"	"TR04_20"	"TR04_20a"	"TR04_21"	"TR04_21a"	"TR04_22"	"TR04_22a"	"TR04_23"	"TR04_23a"	"TR04_24"	"TR04_24a"	"TR04_25"	"TR04_25a"	"TR04_26"	"TR04_26a"	"TR04_27"	"TR04_27a"	"TR04_28"	"TR04_28a"	"TR04_29"	"TR04_29a"	"TR04_30"	"TR04_30a"	"TR04_31"	"TR04_31a"	"TR04_32"	"TR04_32a"	"TR04_33"	"TR04_33a"	"TR04_34"	"TR04_34a"	"TR04_35"	"TR04_35a"	"TR04_36"	"TR04_36a"	"TR04_37"	"TR04_37a"	"TR04_38"	"TR04_38a"	"TR04_39"	"TR04_39a"	"TR04_40"	"TR04_40a"	"DM06"	"DM02"	"DM03"	"DM05"	"DM07"	"DM07_01"	"DM09_01"	"DM09_02"	"DM09_03"	"DM10"	"DM11_01"	"IV01_RV1"	"IV01_RV2"	"IV01_RV3"	"IV02_01"	"IV02_02"	"IV02_03"	"IV02_04"	"IV04_01"	"IV04_02"	"IV04_03"	"IV04_04"	"IV04_05"	"IV04_06"	"IV04_07"	"IV04_08"	"IV04_09"	"IV04_10"	"IV04_11"	"IV04_12"	"IV04_13"	"IV04_14"	"IV04_15"	"IV04_16"	"IV04_17"	"IV04_18"	"IV04_19"	"IV04_20"	"IV04_21"	"IV04_22"	"IV04_23"	"IV04_24"	"IV04_25"	"IV04_26"	"IV04_27"	"IV04_28"	"IV04_29"	"IV04_30"	"IV04_31"	"IV04_32"	"IV04_33"	"IV04_34"	"IV04_35"	"IV04_36"	"IV04_37"	"IV04_38"	"IV04_39"	"IV04_40"	"IV06_01"	"IV06_02"	"IV06_03"	"IV06_04"	"IV06_05"	"IV06_06"	"IV06_07"	"IV06_08"	"IV06_09"	"IV06_10"	"IV06_11"	"IV06_12"	"IV06_13"	"IV06_14"	"IV06_15"	"IV06_16"	"IV06_17"	"IV06_18"	"IV06_19"	"IV06_20"	"IV06_21"	"IV06_22"	"IV06_23"	"IV06_24"	"IV06_25"	"IV06_26"	"IV06_27"	"IV06_28"	"IV06_29"	"IV06_30"	"IV06_31"	"IV06_32"	"IV06_33"	"IV06_34"	"IV06_35"	"IV06_36"	"IV06_37"	"IV06_38"	"IV06_39"	"IV06_40"	"IV07_01"	"IV07_02"	"IV07_03"	"IV07_04"	"IV07_05"	"IV08_01"	"IV09_01"	"DV01_01"	"DV01_02"	"DV01_03"	"DV01_04"	"DV02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
331			"base"	"interview"	2022-05-05 10:36:15	103	1	160	2	1	1	3531	2	5942	4	4972	3	2816	1	3143	3	3003	2	2164	4	2337	2	2852	1	2743	3	1050	4	1218	1	1158	1	1996	3	1048	4	1444	1	1855	2	803	1	2014	3	1121	3	1210	3	972	2	1631	3	1345	1	1036	2	1002	4	1518	2	1015	1	969	3	625	2	912	3	810	1	1025	4	711	3	1610	2	1424	1	1094	3	700	2	959	1	1514																																																																																	2	16	2	47	1	T	5	9	5	1		"5ec6b38b51251f0beb10e1b2"	"62568ea59b5810abee6bd150"	"62738c7c1981d8cfb035089e"	"1011111101010111011111101100101110010111"	"1100101100001000000010110000000000101010"	"1110110110100111110111000111101111010111"	"0000010101000000010100111100000011001000"	"1"	"2"	"4"	"3"	"1"	"3"	"2"	"4"	"2"	"1"	"3"	"4"	"1"	"1"	"3"	"4"	"1"	"2"	"1"	"3"	"3"	"3"	"2"	"3"	"1"	"2"	"4"	"2"	"1"	"3"	"2"	"3"	"1"	"4"	"3"	"2"	"1"	"3"	"2"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"330"	"300"	"180"	"240"	"150"		"1.1725"	94	38	101	26	1	35	4	49	2	7	10	109	110			17	20	10	23	74	4	474		2022-05-05 10:44:10	T	F	16	16	2	1	1.52	54
332			"base"	"interview"	2022-05-05 10:36:27	104	2	165	1	2																																																																																	2	7428	2	4372	1	3761	2	2471	2	1983	2	3303	2	2599	1	5078	2	2147	2	2888	1	1718	1	1974	2	1844	2	1412	2	1737	2	3019	2	3975	1	1599	1	2122	2	2674	2	2240	1	3119	2	1915	2	1909	2	2163	2	1587	2	2525	1	1491	2	2345	2	2350	1	2091	2	2525	2	2871	1	2060	2	6491	2	1604	2	1736	1	2788	2	2272	2	1994	2	6	2	99	1	T	6	9	9	1	"in question 3- ""What is your current country of residence?"" I could't find Poland where I live."	"5e691adca6591f1c229e1328"	"62568ea59b5810abee6bd150"	"62738c884b2b76ebbd1af359"	"0000001000001100001001100000001000111101"	"1011010111101101111110001101011111101110"	"1001000000010001011000010010000110100001"	"1111000101010010110111111111110111110110"	"1"	"1"	"3"	"3"	"2"	"1"	"3"	"1"	"2"	"2"	"3"	"1"	"3"	"4"	"3"	"1"	"2"	"4"	"4"	"4"	"1"	"2"	"2"	"3"	"4"	"1"	"4"	"4"	"2"	"2"	"4"	"1"	"4"	"3"	"2"	"3"	"1"	"3"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"350"	"45"	"30"	"105"	"90"	"1133213122313431244412234144224143231342"	"1.1875"	58	19	64	29	3	37	49	105	14	14	28			139	128	25	76	8	34	125	4	786		2022-05-05 10:49:33	T	F	16	16	0	0	0.83	3
333			"base"	"interview"	2022-05-05 10:36:33	105	2	164	1	1																																																																																	1	6019	2	8153	1	2628	1	4488	1	14291	1	2226	2	3483	1	1715	1	2047	1	2030	1	4876	1	6121	1	6503	1	1902	2	2679	2	3224	1	2040	2	2305	2	2182	1	3255	1	4386	2	2407	2	3051	1	2653	1	2507	2	2110	2	2139	1	3058	2	2807	1	2648	1	2133	2	1797	1	4168	1	4313	2	2520	1	1958	2	1983	1	2796	1	2516	1	2828	2	14	1	-9	1	T	6	9	9	1	"No questions"	"611cf1fb2c75edfaec540d8c"	"62568ea59b5810abee6bd150"	"62738c8ae0e72bf0a487aa9d"	"0011111110011011110011011101111100111011"	"0000100110001000000110010000100001110001"	"0000010000000010001010110000101011100100"	"0111010111110110100110110111111110111100"	"2"	"4"	"3"	"3"	"2"	"3"	"2"	"1"	"1"	"3"	"4"	"4"	"4"	"1"	"4"	"4"	"3"	"3"	"3"	"4"	"1"	"2"	"4"	"3"	"3"	"1"	"2"	"4"	"2"	"1"	"2"	"1"	"1"	"1"	"4"	"3"	"2"	"1"	"2"	"2"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"380"	"180"	"135"	"135"	"90"	"2433232113444144333412433124212111432122"	"1.21"	92	37	92	51	3	36	14	95	25	25	25			174	145	19	44	15	29	25	6	677		2022-05-05 10:47:52	T	F	16	16	2	1	0.97	9
334			"base"	"interview"	2022-05-05 10:36:38	103	2	159	2	1																																																																																	2	4581	2	2580	2	2973	2	2692	2	3107	2	3393	1	695	1	2291	2	1648	2	1183	1	612	1	551	2	903	2	913	2	1196	2	978	1	1049	1	1164	1	16228	2	1137	2	1514	1	1028	1	601	2	970	1	699	2	747	1	718	2	814	2	1200	1	1161	2	1076	1	1385	1	6927	2	1218	2	2212	2	618	1	1320	1	668	1	899	2	1408	2	2	1	62	1	T	6	9	9	1		"60c1fa11746143c30d6edda5"	"62568ea59b5810abee6bd150"	"62738c94885eb83b1efe7644"	"1110111001111111010111100101011111110001"	"1000001010100100100100101000011000000010"	"0000110100111011111101110111111111110110"	"0000110000101000010000000101101000110100"	"1"	"1"	"4"	"2"	"2"	"2"	"3"	"1"	"1"	"4"	"1"	"3"	"3"	"4"	"2"	"4"	"2"	"1"	"1"	"3"	"2"	"3"	"3"	"4"	"2"	"2"	"3"	"2"	"4"	"1"	"4"	"1"	"3"	"4"	"4"	"1"	"3"	"3"	"4"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"350"	"150"	"45"	"165"	"30"	"1142223114133424211323342232414134413342"	"1.1875"	101	9	94	19	3	11	3	45	2	5	10			102	94	3	9	8	17	33	3	345		2022-05-05 10:42:24	T	F	16	16	2	1	2.11	107
335			"base"	"interview"	2022-05-05 10:36:41	105	1	167	1	1	1	30336	3	6879	2	3827	3	2658	1	2137	4	1757	1	2479	1	2791	4	1915	1	1932	1	3013	2	1760	3	2545	4	451	1	1888	1	1458	2	1073	4	1337	3	1333	1	2279	4	2474	1	2706	2	2253	3	1263	3	1054	4	2133	1	1970	3	1250	4	1515	3	1519	2	2736	4	1330	4	700	1	2403	3	1745	4	1934	3	2815	2	2889	1	1985	4	1314																																																																																	2	3	2	-9	1	T	6	9	9	1		"616611fb9e32dddc29a792de"	"62568ea59b5810abee6bd150"	"62738c7f0ed796346e003936"	"1101100011100101111111111100110111111010"	"1000011101100100001000000000010010101000"	"0001100000010000101001000100110010110000"	"1111110101101000111010101111111100111110"	"1"	"3"	"2"	"3"	"1"	"4"	"1"	"1"	"4"	"1"	"1"	"2"	"3"	"4"	"1"	"1"	"2"	"4"	"3"	"1"	"4"	"1"	"2"	"3"	"3"	"4"	"1"	"3"	"4"	"3"	"2"	"4"	"4"	"1"	"3"	"4"	"3"	"2"	"1"	"4"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"330"	"315"	"150"	"180"	"225"		"1.1725"	83	25	89	31	3	26	129	19	12	46	16	152	156			25	34	23	22	74	8	633		2022-05-05 10:49:04	T	F	16	16	4	2	0.94	11
336			"base"	"interview"	2022-05-05 10:36:47	106	2	161	2	1																																																																																	1	7290	1	2061	1	2475	1	5272	1	2533	2	979	1	3394	1	4463	1	2464	1	2472	1	1752	1	919	1	1199	1	1074	1	1322	1	927	1	1355	1	883	1	929	1	930	1	1032	2	248	1	975	1	914	1	1072	1	894	1	873	2	2701	1	1049	1	874	1	860	1	984	2	1157	1	1005	2	1323	1	742	1	1094	1	775	1	1106	2	1897	2	3	1	17	1	T	6	9	9	1	"thanks for survey:)"	"5f204c12be953b3015c4ddb1"	"62568ea59b5810abee6bd150"	"62738c9d476890101696441b"	"0011111001111011111101111111011101000110"	"1000000100000101001011000001001001110000"	"1111011010110000011011111111001111111110"	"0010100110110001011010010000001000000000"	"4"	"2"	"3"	"3"	"2"	"1"	"2"	"2"	"1"	"4"	"1"	"4"	"1"	"3"	"2"	"1"	"1"	"2"	"1"	"3"	"3"	"4"	"2"	"2"	"3"	"4"	"1"	"4"	"2"	"1"	"4"	"2"	"4"	"1"	"3"	"3"	"4"	"4"	"3"	"3"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"300"	"225"	"210"	"165"	"180"	"4233212214141321121334223414214241334433"	"1.15"	51	26	26	26	4	26	10	91	18	14	14			96	106	17	44	20	29	58	3	546		2022-05-05 10:45:54	T	F	16	16	0	0	1.13	11
337			"base"	"interview"	2022-05-05 10:36:56	104	1	159	1	1	3	3403	4	2783	2	1998	1	1068	4	1280	4	1287	1	1196	1	1888	2	1099	3	870	4	1923	3	1775	1	2032	2	798	4	1773	1	1021	2	2800	3	855	4	2259	2	914	1	951	3	714	2	732	4	852	1	1447	2	929	4	562	4	720	4	853	3	676	2	1294	4	514	1	1867	4	1034	1	796	3	766	4	4044	4	804	2	1921	1	2645																																																																																	2	2	2	9	1	T	4	5	3	1		"60ff9ffd540639b413ce2802"	"62568ea59b5810abee6bd150"	"62738c9d1a038fcda69655ec"	"0001101110111111101011011110101011111101"	"1001110100000000010000010100001001100010"	"1001100001100100100000010000010010100100"	"0110011110101111111110001111001110111110"	"3"	"4"	"2"	"1"	"4"	"4"	"1"	"1"	"2"	"3"	"4"	"3"	"1"	"2"	"4"	"1"	"2"	"3"	"4"	"2"	"1"	"3"	"2"	"4"	"1"	"2"	"4"	"4"	"4"	"3"	"2"	"4"	"1"	"4"	"1"	"3"	"4"	"4"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"270"	"255"	"240"	"165"	"270"		"1.1275"	49	85	56	22	4	6	5	6	2	7	7	97	81			25	18	10	45	25	2	336		2022-05-05 10:42:32	T	F	16	16	2	1	1.99	107
338			"base"	"interview"	2022-05-05 10:36:59	107	1	161	1	1	3	4041	3	5308	3	5357	3	778	3	1434	3	1850	1	943	2	749	2	837	4	700	3	691	2	2759	3	656	3	842	3	633	4	625	1	1600	3	682	2	645	4	615	3	631	1	728	2	643	3	760	4	622	3	597	4	1409	3	593	2	622	1	990	2	615	3	583	4	444	1	930	3	1514	2	710	4	520	1	760	3	2578	4	1571																																																																																	2	11	2	84	1	T	6	9	9	1		"5f9846d0a8501b0e568ef01b"	"62568ea59b5810abee6bd150"	"62738ca989f554f3c1c1d1fd"	"1111001110111001110111111100111000101111"	"1100000001011000111010010000000001000100"	"0101110100100000010001010001000000000110"	"1110110011101111110100111001101111101110"	"3"	"3"	"3"	"3"	"3"	"3"	"1"	"2"	"2"	"4"	"3"	"2"	"3"	"3"	"3"	"4"	"1"	"3"	"2"	"4"	"3"	"1"	"2"	"3"	"4"	"3"	"4"	"3"	"2"	"1"	"2"	"3"	"4"	"1"	"3"	"2"	"4"	"1"	"3"	"4"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"330"	"135"	"225"	"360"	"150"		"1.1725"	51	21	76	66	3	20	12	42	8	16	15	71	86			12	34	8	24	18	2	368		2022-05-05 10:43:07	T	F	16	16	2	1	1.53	29
339			"base"	"interview"	2022-05-05 10:37:05	106	1	219	2	2	1	3206	3	7771	3	831	3	970	3	1128	2	736	2	600	2	804	2	471	2	671	2	488	3	926	4	400	1	570	1	559	1	440	2	530	2	449	2	565	3	420	4	433	1	541	1	483	1	487	2	457	2	620	2	730	2	568	3	642	4	468	4	419	4	812	1	566	1	1267	2	503	3	500	3	505	3	655	4	514	4	475																																																																																	2	12	1	47	1	T	6	9	9	1		"5aeb17114f28e60001198d9d"	"62568ea59b5810abee6bd150"	"62738cade81da5c5928449a7"	"0110000000100010000010010100001100111000"	"0111111111111110110111101100010110011001"	"0101111111001110110101101110011111011101"	"0010100111100100010100000000011000000010"	"1"	"3"	"3"	"3"	"3"	"2"	"2"	"2"	"2"	"2"	"2"	"3"	"4"	"1"	"1"	"1"	"2"	"2"	"2"	"3"	"4"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"3"	"4"	"4"	"4"	"1"	"1"	"2"	"3"	"3"	"3"	"4"	"4"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"330"	"195"	"270"	"240"	"165"		"1.1725"	55	55	53	58	3	12	3	74	80	213	9	58	54			27	11	10	29	44	3	369		2022-05-05 10:47:33	T	F	16	16	2	1	1.45	50
340			"base"	"interview"	2022-05-05 10:37:15	110	1	168	2	2	2	8942	3	3725	4	6170	4	1540	1	1951	4	5293	1	2921	1	2874	4	3707	1	2431	1	1431	1	1154	1	2738	3	3458	3	2070	4	1133	1	4334	4	9187	2	1297	3	1054	1	1318	4	1264	3	1258	1	1394	4	1165	4	1147	1	1541	1	1165	3	1098	2	1283	2	1023	2	1070	2	1066	1	1000	1	1051	1	1131	2	1768	1	1408	4	829	3	1562																																																																																	2	2	1	-9	1	T	6	9	9	1		"60e866fe16515f48702983c9"	"62568ea59b5810abee6bd150"	"62738cb6088b34c6351d5c16"	"0001010010000101001000001100010000100110"	"0111101111110101110100111110100111111001"	"0101110101111010110101011011011101111111"	"1010011000010100001000000000110000010011"	"2"	"3"	"4"	"4"	"1"	"4"	"1"	"1"	"4"	"1"	"1"	"1"	"1"	"3"	"3"	"4"	"1"	"4"	"2"	"3"	"1"	"4"	"3"	"1"	"4"	"4"	"1"	"1"	"3"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"4"	"3"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"300"	"300"	"150"	"195"	"255"		"1.15"	83	67	61	77	1	75	10	67	15	37	34	121	122			23	54	14	41	53	6	672		2022-05-05 10:48:28	T	F	16	16	4	2	0.86	6
342			"base"	"interview"	2022-05-05 10:37:22	163	1	268	1	1	3	5584	3	2042	3	1455	3	1293	3	917	3	840	3	2561	2	902	1	782	4	498	3	803	2	833	4	657	3	1398	3	681	3	846	3	655	4	462	3	740	4	816	4	716	4	585	2	993	3	509	3	958	3	472	2	1651	4	848	3	488	4	800	4	543	3	589	3	789	3	551	4	535	3	756	2	656	1	571	4	706	3	682																																																																																	2	7	1	84	1	T	6	9	9	1		"5cec2a105b78dd0001cb4a3d"	"62568ea59b5810abee6bd150"	"62738cc11c358d9b4f1a3c20"	"1111111010011111010110111001111011101001"	"0100010000100010010010000100010000011011"	"0000100101000000000100110001110010000011"	"0011111111111110011110001011110011111001"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"2"	"1"	"4"	"3"	"2"	"4"	"3"	"3"	"3"	"3"	"4"	"3"	"4"	"4"	"4"	"2"	"3"	"3"	"3"	"2"	"4"	"3"	"4"	"4"	"3"	"3"	"3"	"4"	"3"	"2"	"1"	"4"	"3"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"390"	"60"	"120"	"420"	"210"		"1.2175"	1	1	81	71	3	838	18	53	13	19	5	69	73			15	36	7	38	49	1	430		2022-05-05 10:57:56	T	F	16	16	2	1	1.37	22
343			"base"	"interview"	2022-05-05 10:37:25	108	2	161	1	1																																																																																	1	3809	2	6580	2	3771	2	2531	1	3184	1	4469	1	2776	2	3224	1	3342	1	2912	1	4685	1	5478	1	4114	1	2300	2	1974	2	2388	2	3657	2	2270	1	2416	1	2553	1	2492	2	2937	2	2009	2	2249	1	3070	1	2210	2	2003	1	1957	1	1875	2	4516	2	1816	1	4207	1	3452	1	2852	1	1453	1	2414	2	3247	1	1870	1	2389	2	2029	2	6	2	84	1	T	6	9	9	1		"5f9beec0d30f2a000847752f"	"62568ea59b5810abee6bd150"	"62738cbe1dc1451ba5de894b"	"1001110110110101011111111111101001111010"	"0101101010100110000100000000000001011000"	"0010000000000011000010100101110000000111"	"1111110100101100111111101011111100011110"	"2"	"3"	"2"	"4"	"3"	"3"	"3"	"4"	"4"	"2"	"2"	"3"	"4"	"1"	"4"	"2"	"2"	"1"	"2"	"4"	"1"	"1"	"1"	"4"	"2"	"3"	"3"	"2"	"4"	"3"	"3"	"1"	"1"	"2"	"3"	"4"	"1"	"4"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"340"	"135"	"195"	"105"	"105"	"2324333442234142212411142332433112341411"	"1.18"	19	13	86	65	3	30	8	41	13	15	6			154	100	10	28	8	33	18	3	467		2022-05-05 10:45:12	T	F	16	16	2	1	1.56	31
344			"base"	"interview"	2022-05-05 10:37:38	112	2	165	1	1																																																																																	1	7744	2	4495	2	8202	1	2649	2	8600	2	5460	1	7536	1	2311	2	3619	1	3836	1	8095	1	6871	1	3327	1	4074	2	14097	1	2919	2	1457	2	4946	2	3540	2	13003	1	4657	2	3920	2	5925	1	14663	1	2361	2	13255	2	2122	1	2669	2	2256	1	2348	1	4129	1	2143	2	2083	1	3995	2	2076	1	1902	1	2098	1	2139	1	1772	2	3594	2	20	2	-9	1	T	4	6	5	1	"South africa is not listed in the countries drop down"	"61620930defc7b8e6d908d6a"	"62568ea59b5810abee6bd150"	"62738cca1981d8cfb035089f"	"1111011010111011111111111111000010001011"	"0001100010101111010000100100000000010000"	"0110110010100010000100000100000100001100"	"0111101111111111100101100111110011100110"	"1"	"1"	"4"	"4"	"1"	"3"	"2"	"2"	"4"	"4"	"2"	"3"	"4"	"1"	"1"	"2"	"2"	"1"	"1"	"4"	"3"	"3"	"4"	"3"	"1"	"1"	"3"	"4"	"3"	"2"	"4"	"1"	"2"	"2"	"3"	"3"	"4"	"2"	"2"	"3"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"330"	"105"	"210"	"75"	"120"	"1144132244234112211433431134324122334223"	"1.1725"	101	51	80	52	1	71	11	8	5	52	30			242	221	21	37	50	162	98	4	813		2022-05-05 10:54:30	T	F	16	16	2	1	1.01	34
345			"base"	"interview"	2022-05-05 10:37:39	162	1	266	1	2	1	15134	2	1887	2	2774	2	1812	4	1197	3	1472	4	1304	2	1497	3	1016	2	956	4	2274	3	1237	4	820	1	944	2	1190	3	2561	4	644	1	857	2	729	3	719	4	707	2	2738	3	871	4	561	1	879	2	2288	3	1989	4	821	1	1541	2	1495	3	803	4	724	1	612	2	909	3	801	4	804	1	1237	2	753	3	768	4	7025																																																																																	2	10	2	99	1	T	6	9	9	1	"Please note, that I live in South Africa. I could not find this option in the list. "	"601beff593007e61bdbdbdfc"	"62568ea59b5810abee6bd150"	"62738cd07543a476377c309b"	"0001000000101101110001001000100100000001"	"0110111011011110100011110111101111110101"	"0100110000000010101100000110100100000001"	"0111111101010111111111000011111101100011"	"1"	"2"	"2"	"2"	"4"	"3"	"4"	"2"	"3"	"2"	"4"	"3"	"4"	"1"	"2"	"3"	"4"	"1"	"2"	"3"	"4"	"2"	"3"	"4"	"1"	"2"	"3"	"4"	"1"	"2"	"3"	"4"	"1"	"2"	"3"	"4"	"1"	"2"	"3"	"4"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"225"	"165"	"300"	"285"	"225"		"1.09375"	51	65	11	67	4	506	59	68	11	19	22	97	86			13	70	13	31	146	5	674		2022-05-05 10:56:45	T	F	16	16	0	0	0.81	3
